"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
290,300,288.75,23.3717610763609,77.9098228837093
290,300,289.375,26.2670499845095,81.4872979354904
290,300,290,29.7057795129954,85.3623257717828
290,300,290.625,33.8218777998615,89.5470244615927
290,300,291.25,38.7883898361046,94.0391668791712
290,300,291.875,44.8291951487634,98.8093978907669
290,300,292.5,52.2327950659124,103.779339045316
290,300,293.125,61.3660258154287,108.784588145829
290,300,293.75,72.6811171925886,113.513562901162
290,300,294.375,86.6994997398776,117.410570451728
290,300,295,103.935545166539,119.534771523225
290,300,295.625,124.690071938562,118.391851909324
290,300,296.25,148.613447834569,111.836977999242
290,300,296.875,173.996991031965,97.3212942751974
290,300,297.5,197.096329820201,72.9184665298809
290,300,298.125,212.466594592488,39.209685637316
290,300,298.75,215.317939375646,0.683438640515879
290,300,299.375,204.726058648867,-35.6316443184995
290,300,300,184.33055210523,-63.9637343790935
290,300,300.625,159.671288284491,-82.325415784314
290,300,301.25,135.230200097006,-91.9143938395984
290,300,301.875,113.417237566841,-95.17586554841
290,300,302.5,95.0120428747427,-94.4323614747261
290,300,303.125,79.9135858490075,-91.4032070589212
290,300,303.75,67.6735127112017,-87.2131088744586
290,300,304.375,57.7724584087758,-82.5465330185069
290,300,305,49.73400158498,-77.7979597520378
290,300,305.625,43.1594647714735,-73.1801334365085
290,300,306.25,37.7315315498058,-68.7944937520922
290,300,306.875,33.2074617218854,-64.677851260611
290,300,307.5,29.4066325172132,-60.8349929662378
290,300,308.125,26.1939419026641,-57.2587781302153
290,300,308.75,23.464416081423,-53.9383645304486
290,300,309.375,21.1334007643091,-50.8606713768201
290,300,310,19.1316537970905,-48.010461589848
290,300,310.625,17.4026499930701,-45.3709940207002
290,300,311.25,15.9004880101126,-42.9250231954187
290,300,311.875,14.5879868838494,-40.6556669154589
290,300,312.5,13.4349959903286,-38.5469686632898
290,300,313.125,12.4169739538959,-36.5841854863344
290,300,313.75,11.5138396733302,-34.7538875169051
290,300,314.375,10.7090633249693,-33.043945485047
290,300,315,9.98895402235352,-31.443458738574
290,300,315.625,9.34210272752834,-29.9426560192823
290,300,316.25,8.75894561487336,-28.5327875099889
290,300,316.875,8.23142030107049,-27.206018196117
290,300,317.5,7.75269366058038,-25.9553276077329
290,300,318.125,7.31694499815124,-24.7744181724699
290,300,318.75,6.91919224087088,-23.6576328403327
290,300,319.375,6.55515175636605,-22.5998818056546
290,300,320,6.22112461680226,-21.5965777354126
290,300,320.625,5.91390379094617,-20.643578733752
290,300,321.25,5.63069799907478,-19.73713822397
290,300,321.875,5.36906891341143,-18.8738609502013
290,300,322.5,5.12687910809108,-18.0506643565893
290,300,323.125,4.90224871483729,-17.2647446718864
290,300,323.75,4.6935191658246,-16.5135471011638
290,300,324.375,4.49922273475703,-15.7947395977175
290,300,325,4.31805684409344,-15.1061897543956
290,300,325.625,4.14886230777289,-14.4459444132389
290,300,326.25,3.99060483760041,-13.8122116452533
290,300,326.875,3.84235926733257,-13.2033447985605
290,300,327.5,3.70329604879347,-12.6178283536159
290,300,328.125,3.57266965464812,-12.0542653592328
290,300,328.75,3.44980858705122,-11.511366253444
290,300,329.375,3.33410674357812,-10.987938899349
290,300,330,3.22501593419662,-10.4828796886078
290,300,330.625,3.12203937754675,-9.99516558461909
290,300,331.25,3.02472603302658,-9.52384699411996
290,300,331.875,2.93266564836322,-9.06804137032798
290,300,332.5,2.84548442145444,-8.62692746315119
290,300,333.125,2.76284119106848,-8.19974014269877
290,300,333.75,2.68442408410322,-7.78576573157426
290,300,334.375,2.60994755802601,-7.38433778943743
290,300,335,2.53914978623558,-6.99483330025044
290,300,335.625,2.47179034172947,-6.61666921863747
290,300,336.25,2.40764814088279,-6.2492993370078
290,300,336.875,2.34651961455616,-5.89221143963669
290,300,337.5,2.28821707832547,-5.54492471385413
290,300,338.125,2.23256727750276,-5.20698739194578
290,300,338.75,2.17941008591147,-4.87797460038678
290,300,339.375,2.12859734018603,-4.55748639567103
290,300,340,2.07999179376181,-4.24514596831179
290,300,340.625,2.03346617677367,-3.94059799862308
290,300,341.25,1.98890234984138,-3.64350714967632
290,300,341.875,1.94619054123487,-3.35355668440187
290,300,342.5,1.90522865821681,-3.07044719519079
290,300,343.125,1.86592166448788,-2.79389543557875
290,300,343.75,1.82818101663512,-2.52363324467741
290,300,344.375,1.79192415333088,-2.25940655597894
290,300,345,1.75707403176453,-2.00097448301106
290,300,345.625,1.72355870642947,-1.74810847507638
290,300,346.25,1.69131094594673,-1.50059153698321
290,300,346.875,1.66026788409333,-1.25821750727395
290,300,347.5,1.63037070163142,-1.02079038999275
290,300,348.125,1.60156433590745,-0.788123735510669
290,300,348.75,1.57379721551954,-0.560040066354605
290,300,349.375,1.54702101763936,-0.336370344367453
290,300,350,1.52119044582936,-0.116953475870741
290,300,350.625,1.49626302641929,0.0983641481923848
290,300,351.25,1.47219892170432,0.309729079879474
290,300,351.875,1.44896075840033,0.517281212134017
290,300,352.5,1.42651346994723,0.721154149207488
290,300,353.125,1.40482415138637,0.921475551691528
290,300,353.75,1.38386192565978,1.11836745805207
290,300,354.375,1.36359782028523,1.31194658439462
290,300,355,1.34400465345657,1.50232460404228
290,300,355.625,1.32505692870276,1.68960840837654
290,300,356.25,1.30673073731463,1.87390035027149
290,300,356.875,1.28900366781596,2.05529847134504
290,300,357.5,1.27185472181613,2.23389671415446
290,300,358.125,1.25526423563852,2.40978512037566
290,300,358.75,1.23921380716923,2.58305001592494
290,300,359.375,1.22368622741783,2.75377418390582
290,300,360,1.20866541632093,2.92203702618919
290,300,360.625,1.1941363623468,3.08791471436463
290,300,361.25,1.18008506547053,3.25148033073897
290,300,361.875,1.16649848308635,3.4128040000174
290,300,362.5,1.15336447842042,3.5719530122945
290,300,363.125,1.14067177103132,3.72899193800144
290,300,363.75,1.12840988905149,3.88398273547364
290,300,364.375,1.11656912291871,4.0369848517794
290,300,365,1.10514048042274,4.18805531737524
290,300,365.625,1.09411564291471,4.33724883505784
290,300,366.25,1.0834869224977,4.48461786361826
290,300,366.875,1.07324721997934,4.63021269659027
290,300,367.5,1.063389983355,4.77408153650652
290,300,368.125,1.05390916661014,4.91627056510271
290,300,368.75,1.04479918867155,5.05682400992323
290,300,369.375,1.03605489238103,5.19578420777923
290,300,370,1.02767150340636,5.33319166549735
290,300,370.625,1.01964458903928,5.46908511838076
290,300,371.25,1.01197001686211,5.60350158678786
290,300,371.875,1.00464391329493,5.73647643121688
290,300,372.5,0.997662622065499,5.86804340626876
290,300,373.125,0.991022662675469,5.99823471384195
290,300,373.75,0.984720688967404,6.12708105589331
290,300,374.375,0.97875344792898,6.25461168707625
290,300,375,0.973117738901445,6.38085446754089
