"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","dB(S(1,1)) []"
290,300,161.25,-0.11498109497018
290,300,161.875,-0.115470232316974
290,300,162.5,-0.115963267340659
290,300,163.125,-0.116460278001348
290,300,163.75,-0.116961344235556
290,300,164.375,-0.117466548000974
290,300,165,-0.117975973322953
290,300,165.625,-0.118489706342669
290,300,166.25,-0.119007835367052
290,300,166.875,-0.11953045092057
290,300,167.5,-0.12005764579888
290,300,168.125,-0.120589515124429
290,300,168.75,-0.121126156404077
290,300,169.375,-0.121667669588814
290,300,170,-0.122214157135618
290,300,170.625,-0.122765724071557
290,300,171.25,-0.123322478060204
290,300,171.875,-0.123884529470443
290,300,172.5,-0.124451991447746
290,300,173.125,-0.125024979988042
290,300,173.75,-0.125603614014206
290,300,174.375,-0.126188015455356
290,300,175,-0.126778309328975
290,300,175.625,-0.127374623826006
290,300,176.25,-0.127977090399037
290,300,176.875,-0.128585843853659
290,300,177.5,-0.129201022443157
290,300,178.125,-0.129822767966614
290,300,178.75,-0.130451225870619
290,300,179.375,-0.131086545354649
290,300,180,-0.131728879480331
290,300,180.625,-0.132378385284696
290,300,181.25,-0.133035223897583
290,300,181.875,-0.133699560663382
290,300,182.5,-0.134371565267272
290,300,183.125,-0.135051411866127
290,300,183.75,-0.135739279224293
290,300,184.375,-0.136435350854424
290,300,185,-0.137139815163581
290,300,185.625,-0.13785286560483
290,300,186.25,-0.13857470083452
290,300,186.875,-0.139305524875546
290,300,187.5,-0.140045547286757
290,300,188.125,-0.140794983338862
290,300,188.75,-0.141554054197034
290,300,189.375,-0.142322987110517
290,300,190,-0.143102015609567
290,300,190.625,-0.143891379709991
290,300,191.25,-0.144691326125641
290,300,191.875,-0.1455021084892
290,300,192.5,-0.146323987581629
290,300,193.125,-0.147157231570631
290,300,193.75,-0.148002116258554
290,300,194.375,-0.148858925340155
290,300,195,-0.149727950670622
290,300,195.625,-0.15060949254436
290,300,196.25,-0.151503859985011
290,300,196.875,-0.152411371047195
290,300,197.5,-0.153332353130541
290,300,198.125,-0.154267143306532
290,300,198.75,-0.155216088658798
290,300,199.375,-0.156179546637417
290,300,200,-0.157157885427964
290,300,200.625,-0.158151484335895
290,300,201.25,-0.159160734187068
290,300,201.875,-0.16018603774512
290,300,202.5,-0.161227810146534
290,300,203.125,-0.162286479354194
290,300,203.75,-0.163362486630378
290,300,204.375,-0.164456287030067
290,300,205,-0.165568349915607
290,300,205.625,-0.166699159493751
290,300,206.25,-0.167849215376156
290,300,206.875,-0.169019033164531
290,300,207.5,-0.17020914506166
290,300,208.125,-0.171420100509559
290,300,208.75,-0.172652466856167
290,300,209.375,-0.173906830052
290,300,210,-0.175183795378289
290,300,210.625,-0.176483988208222
290,300,211.25,-0.177808054802992
290,300,211.875,-0.179156663144426
290,300,212.5,-0.180530503806163
290,300,213.125,-0.181930290865319
290,300,213.75,-0.183356762856828
290,300,214.375,-0.184810683772704
290,300,215,-0.186292844108605
290,300,215.625,-0.187804061960258
290,300,216.25,-0.189345184172406
290,300,216.875,-0.190917087543143
290,300,217.5,-0.192520680086671
290,300,218.125,-0.194156902357629
290,300,218.75,-0.195826728840497
290,300,219.375,-0.19753116940755
290,300,220,-0.199271270849331
290,300,220.625,-0.201048118481626
290,300,221.25,-0.2028628378333
290,300,221.875,-0.204716596419604
290,300,222.5,-0.20661060560582
290,300,223.125,-0.208546122566478
290,300,223.75,-0.21052445234565
290,300,224.375,-0.212546950024238
290,300,225,-0.21461502300053
290,300,225.625,-0.216730133390683
290,300,226.25,-0.218893800556292
290,300,226.875,-0.221107603766631
290,300,227.5,-0.223373185003604
290,300,228.125,-0.225692251918143
290,300,228.75,-0.228066580947184
290,300,229.375,-0.230498020601088
290,300,230,-0.232988494932007
290,300,230.625,-0.235540007194423
290,300,231.25,-0.238154643709829
290,300,231.875,-0.240834577948391
290,300,232.5,-0.243582074841281
290,300,233.125,-0.246399495338337
290,300,233.75,-0.249289301226764
290,300,234.375,-0.252254060227637
290,300,235,-0.255296451388235
290,300,235.625,-0.258419270789417
290,300,236.25,-0.261625437588751
290,300,236.875,-0.264918000421493
290,300,237.5,-0.268300144183152
290,300,238.125,-0.27177519721915
290,300,238.75,-0.275346638948854
290,300,239.375,-0.279018107953341
290,300,240,-0.28279341055843
290,300,240.625,-0.286676529946759
290,300,241.25,-0.290671635835318
290,300,241.875,-0.294783094757532
290,300,242.5,-0.299015480991873
290,300,243.125,-0.303373588182242
290,300,243.75,-0.307862441698701
290,300,244.375,-0.312487311790935
290,300,245,-0.317253727590673
290,300,245.625,-0.322167492023772
290,300,246.25,-0.327234697697174
290,300,246.875,-0.332461743831066
290,300,247.5,-0.337855354311986
290,300,248.125,-0.343422596948398
290,300,248.75,-0.349170904016658
290,300,249.375,-0.355108094192085
290,300,250,-0.361242395967097
290,300,250.625,-0.367582472666455
290,300,251.25,-0.374137449177955
290,300,251.875,-0.380916940526268
290,300,252.5,-0.387931082427287
290,300,253.125,-0.395190563971026
290,300,253.75,-0.402706662592394
290,300,254.375,-0.410491281501237
290,300,255,-0.418556989756025
290,300,255.625,-0.426917065179413
290,300,256.25,-0.4355855403284
290,300,256.875,-0.44457725174756
290,300,257.5,-0.45390789275005
290,300,258.125,-0.463594069988525
290,300,258.75,-0.473653364096007
290,300,259.375,-0.48410439469562
290,300,260,-0.494966890097396
290,300,260.625,-0.506261762020195
290,300,261.25,-0.518011185696642
290,300,261.875,-0.530238685738852
290,300,262.5,-0.542969228161815
290,300,263.125,-0.556229318979608
290,300,263.75,-0.57004710980554
290,300,264.375,-0.584452510901154
290,300,265,-0.599477312128316
290,300,265.625,-0.615155312263132
290,300,266.25,-0.631522457127371
290,300,266.875,-0.648616986980752
290,300,267.5,-0.666479593593013
290,300,268.125,-0.685153587374256
290,300,268.75,-0.704685074881784
290,300,269.375,-0.72512314693597
290,300,270,-0.746520077460041
290,300,270.625,-0.768931533001225
290,300,271.25,-0.792416792683457
290,300,271.875,-0.817038978072895
290,300,272.5,-0.842865292092495
290,300,273.125,-0.869967265682692
290,300,273.75,-0.898421010351108
290,300,274.375,-0.9283074740587
290,300,275,-0.959712697022517
290,300,275.625,-0.992728062938769
290,300,276.25,-1.02745053980027
290,300,276.875,-1.06398290284754
290,300,277.5,-1.10243393019096
290,300,278.125,-1.14291855920205
290,300,278.75,-1.18555798881123
290,300,279.375,-1.23047970927517
290,300,280,-1.2778174366833
290,300,280.625,-1.32771092434589
290,300,281.25,-1.3803056171245
290,300,281.875,-1.4357521076078
290,300,282.5,-1.49420534468796
290,300,283.125,-1.55582353546692
290,300,283.75,-1.6207666704737
290,300,284.375,-1.68919458994259
290,300,285,-1.76126449555146
290,300,285.625,-1.83712779791099
290,300,286.25,-1.91692617587448
290,300,286.875,-2.00078671045775
290,300,287.5,-2.08881594543577
290,300,288.125,-2.18109272089027
290,300,288.75,-2.27765962848091
290,300,289.375,-2.37851295259845
290,300,290,-2.48359099589968
290,300,290.625,-2.59276074872527
290,300,291.25,-2.70580295886262
290,300,291.875,-2.82239580152929
290,300,292.5,-2.94209754995547
290,300,293.125,-3.0643289132805
290,300,293.75,-3.18835604408341
290,300,294.375,-3.31327561573521
290,300,295,-3.43800380559009
290,300,295.625,-3.56127144433294
290,300,296.25,-3.68162792287891
290,300,296.875,-3.79745656974706
290,300,297.5,-3.90700398044406
290,300,298.125,-4.00842504961891
290,300,298.75,-4.09984412122043
290,300,299.375,-4.17943072891098
290,300,300,-4.24548601195787
290,300,300.625,-4.29653342612432
290,300,301.25,-4.33140536437482
290,300,301.875,-4.34931635736686
290,300,302.5,-4.34991410725807
290,300,303.125,-4.3333018568189
290,300,303.75,-4.30002919449005
290,300,304.375,-4.2510526204799
290,300,305,-4.18767112506364
290,300,305.625,-4.11144483104289
290,300,306.25,-4.02410595230299
290,300,306.875,-3.92747090057331
290,300,307.5,-3.82336070216701
290,300,308.125,-3.71353453991947
290,300,308.75,-3.59963878897513
290,300,309.375,-3.48317180151416
290,300,310,-3.36546314759927
290,300,310.625,-3.24766508665365
290,300,311.25,-3.13075365070741
290,300,311.875,-3.01553672950439
290,300,312.5,-2.9026668118747
290,300,313.125,-2.79265643117955
290,300,313.75,-2.68589479211012
290,300,314.375,-2.58266446225845
290,300,315,-2.48315736293088
290,300,315.625,-2.38748957769824
290,300,316.25,-2.29571471471627
290,300,316.875,-2.20783571721847
290,300,317.5,-2.12381512592274
290,300,318.125,-2.0435838679298
290,300,318.75,-1.96704868861926
290,300,319.375,-1.89409836415765
290,300,320,-1.82460883897328
290,300,320.625,-1.75844742986332
290,300,321.25,-1.69547622991934
290,300,321.875,-1.63555483378223
290,300,322.5,-1.57854249265443
290,300,323.125,-1.52429979418433
290,300,323.75,-1.47268994953626
290,300,324.375,-1.42357975809839
290,300,325,-1.37684030957419
290,300,325.625,-1.33234747372655
290,300,326.25,-1.28998221977926
290,300,326.875,-1.2496308003588
290,300,327.5,-1.21118482878138
290,300,328.125,-1.17454127334323
290,300,328.75,-1.13960238794417
290,300,329.375,-1.10627559475467
290,300,330,-1.07447333162602
290,300,330.625,-1.04411287444913
290,300,331.25,-1.01511614261163
290,300,331.875,-0.987409494013245
290,300,332.5,-0.960923514717582
290,300,333.125,-0.935592807191579
290,300,333.75,-0.911355780168691
290,300,334.375,-0.888154442432331
290,300,335,-0.865934202220107
290,300,335.625,-0.844643673472067
290,300,336.25,-0.824234489765922
290,300,336.875,-0.804661126481041
290,300,337.5,-0.785880731496404
290,300,338.125,-0.767852964543458
290,300,338.75,-0.750539845192994
290,300,339.375,-0.733905609347593
290,300,340,-0.7179165740309
290,300,340.625,-0.702541010206995
290,300,341.25,-0.687749023322316
290,300,341.875,-0.673512441235858
290,300,342.5,-0.659804709187359
290,300,343.125,-0.6466007914458
290,300,343.75,-0.633877079279419
290,300,344.375,-0.621611304892586
290,300,345,-0.609782460982499
290,300,345.625,-0.59837072557893
290,300,346.25,-0.587357391842637
290,300,346.875,-0.576724802511362
290,300,347.5,-0.566456288696612
290,300,348.125,-0.556536112748918
290,300,348.75,-0.546949414923902
290,300,349.375,-0.537682163595685
290,300,350,-0.528721108778429
290,300,350.625,-0.520053738730027
290,300,351.25,-0.511668239425129
290,300,351.875,-0.503553456696756
290,300,352.5,-0.495698860857465
290,300,353.125,-0.488094513621801
290,300,353.75,-0.480731037162053
290,300,354.375,-0.47359958513863
290,300,355,-0.466691815555322
290,300,355.625,-0.459999865297721
290,300,356.25,-0.453516326220611
290,300,356.875,-0.447234222657083
290,300,357.5,-0.441146990228434
290,300,358.125,-0.435248455839926
290,300,358.75,-0.429532818752722
290,300,359.375,-0.423994632627615
290,300,360,-0.418628788440646
290,300,360.625,-0.413430498175386
290,300,361.25,-0.408395279200727
290,300,361.875,-0.403518939247306
290,300,362.5,-0.39879756189957
290,300,363.125,-0.394227492524721
290,300,363.75,-0.389805324563719
290,300,364.375,-0.385527886114005
290,300,365,-0.381392226737857
290,300,365.625,-0.377395604435293
290,300,366.25,-0.373535472725427
290,300,366.875,-0.369809467785765
290,300,367.5,-0.366215395605001
290,300,368.125,-0.362751219111244
290,300,368.75,-0.359415045244878
290,300,369.375,-0.356205111952682
290,300,370,-0.353119775088138
290,300,370.625,-0.350157495211528
290,300,371.25,-0.347316824292605
290,300,371.875,-0.344596392328324
290,300,372.5,-0.341994893898006
290,300,373.125,-0.339511074688567
290,300,373.75,-0.337143718032635
290,300,374.375,-0.334891631512588
290,300,375,-0.332753633693347
