"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","dB(S(1,1)) []"
300,290,218.75,-0.182395327037343
300,290,219.375,-0.183695052911728
300,290,220,-0.185017891286429
300,290,220.625,-0.186364486671664
300,290,221.25,-0.187735505226991
300,290,221.875,-0.18913163560965
300,290,222.5,-0.190553589861359
300,290,223.125,-0.192002104335638
300,290,223.75,-0.193477940667615
300,290,224.375,-0.194981886788686
300,290,225,-0.196514757988259
300,290,225.625,-0.198077398025094
300,290,226.25,-0.19967068029092
300,290,226.875,-0.201295509028998
300,290,227.5,-0.202952820610726
300,290,228.125,-0.204643584873241
300,290,228.75,-0.206368806521483
300,290,229.375,-0.20812952659812
300,290,230,-0.209926824025106
300,290,230.625,-0.211761817220839
300,290,231.25,-0.213635665797037
300,290,231.875,-0.215549572339857
300,290,232.5,-0.217504784279967
300,290,233.125,-0.219502595856542
300,290,233.75,-0.221544350180586
300,290,234.375,-0.223631441403211
300,290,235,-0.225765316994899
300,290,235.625,-0.227947480142192
300,290,236.25,-0.230179492268617
300,290,236.875,-0.232462975687085
300,290,237.5,-0.23479961639158
300,290,238.125,-0.237191166996253
300,290,238.75,-0.239639449830837
300,290,239.375,-0.242146360201615
300,290,240,-0.244713869828019
300,290,240.625,-0.247344030465411
300,290,241.25,-0.250038977725479
300,290,241.875,-0.252800935106275
300,290,242.5,-0.255632218244914
300,290,243.125,-0.258535239406666
300,290,243.75,-0.261512512225256
300,290,244.375,-0.264566656710098
300,290,245,-0.267700404537324
300,290,245.625,-0.270916604642655
300,290,246.25,-0.274218229135343
300,290,246.875,-0.277608379553847
300,290,247.5,-0.281090293485305
300,290,248.125,-0.284667351572435
300,290,248.75,-0.288343084933164
300,290,249.375,-0.292121183020138
300,290,250,-0.296005501949103
300,290,250.625,-0.300000073327366
300,290,251.25,-0.304109113615694
300,290,251.875,-0.308337034059416
300,290,252.5,-0.31268845122724
300,290,253.125,-0.317168198198876
300,290,253.75,-0.321781336445768
300,290,254.375,-0.326533168452367
300,290,255,-0.33142925112892
300,290,255.625,-0.336475410070464
300,290,256.25,-0.341677754720796
300,290,256.875,-0.34704269450455
300,290,257.5,-0.352576955995101
300,290,258.125,-0.358287601191153
300,290,258.75,-0.364182046980188
300,290,259.375,-0.370268085872788
300,290,260,-0.376553908098043
300,290,260.625,-0.383048125156968
300,290,261.25,-0.389759794937961
300,290,261.875,-0.396698448505991
300,290,262.5,-0.403874118685447
300,290,263.125,-0.411297370565222
300,290,263.75,-0.418979334063951
300,290,264.375,-0.426931738703302
300,290,265,-0.435166950747555
300,290,265.625,-0.443698012879006
300,290,266.25,-0.452538686590305
300,290,266.875,-0.46170349748735
300,290,267.5,-0.471207783709055
300,290,268.125,-0.481067747683927
300,290,268.75,-0.491300511457217
300,290,269.375,-0.501924175836629
300,290,270,-0.512957883619115
300,290,270.625,-0.524421887175832
300,290,271.25,-0.536337620686619
300,290,271.875,-0.548727777329271
300,290,272.5,-0.561616391741824
300,290,273.125,-0.575028928087602
300,290,273.75,-0.588992374062367
300,290,274.375,-0.603535341189674
300,290,275,-0.618688171753337
300,290,275.625,-0.634483052713934
300,290,276.25,-0.650954136947602
300,290,276.875,-0.668137672128263
300,290,277.5,-0.68607213754673
300,290,278.125,-0.70479838911875
300,290,278.75,-0.724359812775932
300,290,279.375,-0.74480248635389
300,290,280,-0.766175349986487
300,290,280.625,-0.788530384876706
300,290,281.25,-0.81192280013679
300,290,281.875,-0.836411227163013
300,290,282.5,-0.862057920723518
300,290,283.125,-0.888928965577457
300,290,283.75,-0.917094486994673
300,290,284.375,-0.946628862988749
300,290,285,-0.977610935389387
300,290,285.625,-1.01012421603709
300,290,286.25,-1.044257083352
300,290,286.875,-1.08010296327297
300,290,287.5,-1.11776048703967
300,290,288.125,-1.15733361645052
300,290,288.75,-1.19893172501499
300,290,289.375,-1.24266962076772
300,290,290,-1.28866749335074
300,290,290.625,-1.33705076422413
300,290,291.25,-1.3879498144497
300,290,291.875,-1.44149955932736
300,290,292.5,-1.4978388331691
300,290,293.125,-1.55710954060966
300,290,293.75,-1.61945552303635
300,290,294.375,-1.68502107998584
300,290,295,-1.75394907578309
300,290,295.625,-1.82637855148588
300,290,296.25,-1.90244175170361
300,290,296.875,-1.98226046567566
300,290,297.5,-2.06594157303272
300,290,298.125,-2.15357167827267
300,290,298.75,-2.24521071607097
300,290,299.375,-2.34088441475042
300,290,300,-2.44057552106779
300,290,300.625,-2.5442137204699
300,290,301.25,-2.65166423875185
300,290,301.875,-2.76271519025667
300,290,302.5,-2.87706385170159
300,290,303.125,-2.99430219660653
300,290,303.75,-3.11390222880046
300,290,304.375,-3.23520190638015
300,290,305,-3.35739274431807
300,290,305.625,-3.47951050744776
300,290,306.25,-3.60043072176954
300,290,306.875,-3.71887098552429
300,290,307.5,-3.83340217370819
300,290,308.125,-3.94247050303513
300,290,308.75,-4.04443195603151
300,290,309.375,-4.13759967144335
300,290,310,-4.22030357123337
300,290,310.625,-4.29095979139673
300,290,311.25,-4.34814562574326
300,290,311.875,-4.39067401862531
300,290,312.5,-4.41766056839871
300,290,313.125,-4.42857590854434
300,290,313.75,-4.42327743001529
300,290,314.375,-4.40201653141408
300,290,315,-4.36542056348956
300,290,315.625,-4.31445178044691
300,290,316.25,-4.25034828226995
300,290,316.875,-4.17455363149576
300,290,317.5,-4.08864233249201
300,290,318.125,-3.99424775275475
300,290,318.75,-3.89299765531327
300,290,319.375,-3.78646071095412
300,290,320,-3.67610555514512
300,290,320.625,-3.56327242561434
300,290,321.25,-3.44915630540508
300,290,321.875,-3.33479982666322
300,290,322.5,-3.22109390570951
300,290,323.125,-3.10878408437601
300,290,323.75,-2.99848074399255
300,290,324.375,-2.89067164811099
300,290,325,-2.78573559137083
300,290,325.625,-2.68395624086052
300,290,326.25,-2.58553552813808
300,290,326.875,-2.49060617416229
300,290,327.5,-2.3992431045304
300,290,328.125,-2.31147364280533
300,290,328.75,-2.22728646209291
300,290,329.375,-2.1466393368551
300,290,330,-2.06946577529892
300,290,330.625,-1.99568063372844
300,290,331.25,-1.92518482304883
300,290,331.875,-1.85786921813337
300,290,332.5,-1.79361787600306
300,290,333.125,-1.73231066090434
300,290,333.75,-1.67382536494074
300,290,334.375,-1.61803940295981
300,290,335,-1.56483115058836
300,290,335.625,-1.5140809850569
300,290,336.25,-1.46567207997998
300,290,336.875,-1.41949099766211
300,290,337.5,-1.37542811579476
300,290,338.125,-1.33337791956772
300,290,338.75,-1.29323918517318
300,290,339.375,-1.2549150763613
300,290,340,-1.21831317202743
300,290,340.625,-1.18334543969778
300,290,341.25,-1.14992816715475
300,290,341.875,-1.11798186223976
300,290,342.5,-1.08743112902651
300,290,343.125,-1.05820452701956
300,290,343.75,-1.03023441875388
300,290,344.375,-1.00345681011004
300,290,345,-0.977811186782799
300,290,345.625,-0.953240349617565
300,290,346.25,-0.929690250935306
300,290,346.875,-0.907109833479311
300,290,347.5,-0.885450873220318
300,290,348.125,-0.864667826933368
300,290,348.75,-0.844717685198592
300,290,349.375,-0.825559831267734
300,290,350,-0.807155906070231
300,290,350.625,-0.789469679498864
300,290,351.25,-0.772466928010191
300,290,351.875,-0.756115318493073
300,290,352.5,-0.740384298295991
300,290,353.125,-0.725244991256704
300,290,353.75,-0.710670099543024
300,290,354.375,-0.696633811089205
300,290,355,-0.683111712395978
300,290,355.625,-0.670080706452375
300,290,356.25,-0.657518935532878
300,290,356.875,-0.645405708622667
300,290,357.5,-0.633721433226069
300,290,358.125,-0.622447551318358
300,290,358.75,-0.611566479207327
300,290,359.375,-0.601061551079156
300,290,360,-0.59091696601176
300,290,360.625,-0.581117738248206
300,290,361.25,-0.571649650532425
300,290,361.875,-0.562499210319452
300,290,362.5,-0.553653608681974
300,290,363.125,-0.545100681745077
300,290,363.75,-0.53682887449018
300,290,364.375,-0.52882720677864
300,290,365,-0.521085241454253
300,290,365.625,-0.513593054392471
300,290,366.25,-0.506341206372224
300,290,366.875,-0.499320716654038
300,290,367.5,-0.492523038155476
300,290,368.125,-0.485940034121794
300,290,368.75,-0.479563956196447
300,290,369.375,-0.473387423802021
300,290,370,-0.467403404748159
300,290,370.625,-0.461605196988433
300,290,371.25,-0.455986411453231
300,290,371.875,-0.450540955890553
300,290,372.5,-0.445263019651013
300,290,373.125,-0.440147059357695
300,290,373.75,-0.435187785405247
300,290,374.375,-0.43038014923644
300,290,375,-0.425719331347676
