"Freq [GHz]","ang_deg(Z(1,1)) [] - ResFreq='280GHz' ResFreq2='285GHz'","mag(Z(1,1)) [] - ResFreq='330GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='320GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='310GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='300GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='290GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='280GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='270GHz' ResFreq2='322.5GHz'","mag(Z(1,1)) [] - ResFreq='330GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='320GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='310GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='300GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='290GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='280GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='270GHz' ResFreq2='300GHz'","mag(Z(1,1)) [] - ResFreq='330GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='320GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='310GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='300GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='290GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='280GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='270GHz' ResFreq2='282.5GHz'","mag(Z(1,1)) [] - ResFreq='290GHz' ResFreq2='285GHz'","mag(Z(1,1)) [] - ResFreq='285GHz' ResFreq2='285GHz'","mag(Z(1,1)) [] - ResFreq='280GHz' ResFreq2='285GHz'","mag(Z(1,1)) [] - ResFreq='275GHz' ResFreq2='285GHz'"
207.5,1.52843364298331,9.22684568782254,9.85975376347129,10.7134011683285,11.308110304054,12.6801503093131,14.0571168838537,15.5038583303537,9.29120459314092,10.1351456359478,10.9359223165607,11.3049321257874,12.2951354109097,13.988569503735,15.2526184324815,9.47242774488003,10.2284222739464,10.7762078161759,11.4887860240315,12.308402746715,14.001788187416,15.4168316897002,12.4383201137656,13.0766605975906,14.0656959735259,14.6900373392739
208.125,1.52840294970048,9.31113465649251,9.94724883089979,10.805439273026,11.4055246499622,12.7868423107884,14.1764788149429,15.641933641551,9.37565123099547,10.2232874480399,11.0285746559198,11.4022987491735,12.4009285044744,14.1077431341526,15.3909609556332,9.5573955944051,10.316818754972,10.8684181969839,11.5866026516142,12.4141719345404,14.1209029271429,15.5536888008979,12.5443734970885,13.1883528934874,14.1849454079305,14.8173401038959
208.75,1.52836727142969,9.39561183487053,10.0350123456317,10.897839400237,11.5034387297296,12.8942206382061,14.2968360943365,15.7815386770127,9.46027959414496,10.3116863074269,11.121585747823,11.5001650841623,12.5074203311805,14.2279153231924,15.5308743489865,9.64254711419367,10.4054696710304,10.9609893883819,11.6849131517442,12.520641390896,14.2410152554437,15.6920433920826,12.6511166185424,13.300875323425,14.3051904847393,14.9458635123148
209.375,1.52832654425505,9.48028260899797,10.1230512006349,10.9906103299917,11.6018645372046,13.002302231377,14.4182149637441,15.9227184544426,9.54509495904856,10.4003488641528,11.2149643375215,11.5985431675453,12.6146281640035,14.3491124055762,15.6724052022519,9.7278875888601,10.4943816282996,11.0539301546888,11.7837294103508,12.6278283907171,14.3621514064487,15.8319391456197,12.7585665213432,13.4142489397147,14.426457392069,15.0756412654762
210,1.52828070023335,9.56515243827442,10.2113724032893,11.0837610109713,11.7008143351124,13.111104470016,14.5406424651296,16.0655196273394,9.63010267107797,10.4892818746433,11.3087193371224,11.6974453065064,12.7225697274753,14.4713615188335,15.8156018174865,9.81342237178067,10.5835613384462,11.1472494264527,11.8830635792065,12.7357506593332,14.4843384118644,15.9734213140466,12.8667406930122,13.5284953862731,14.5487731136576,15.2067081792287
210.625,1.52822966728237,9.65022685768705,10.299983078869,11.1773005658363,11.8003006640346,13.2206451896621,14.6641464732207,16.209990562067,9.71530814661134,10.5784922049279,11.4028598308223,11.7968840876368,12.8312632141277,14.594690635939,15.9605142905829,9.89915688721569,10.6730156218157,11.2409563056832,11.982928084763,12.8444263888935,14.6076041334021,16.1165367934366,12.9756570814894,13.6436369213085,14.6721654611917,15.3391002328288
211.25,1.52817336906128,9.73551148009883,10.3888904741277,11.2712382967332,11.9003363517247,13.3309426982661,14.7887557295824,16.3561814192792,9.80071687518122,10.6679868339578,11.4973950803139,11.8968723862872,12.9407273016296,14.7191285995209,16.1071945974114,9.9850966324863,10.762751410716,11.3350600712574,12.0833356373167,12.9538742554845,14.7319772967658,16.2613342008694,13.0853341119229,13.7596964410258,14.796663108186,15.4728546199602
211.875,1.52811172484285,9.82101199859753,10.4781019609916,11.3655836909843,12.0009345227726,13.4420157934784,14.9144998783426,16.5041442399928,9.88633442167864,10.7577728570202,11.5923345303733,11.9974233762706,13.0509811706538,14.8447051577306,16.2556966849315,10.0712471802082,10.8527757527965,11.4295701845053,12.1842992405165,13.0641134369752,14.857487527286,16.407863956279,13.1957907041692,13.876697504404,14.9222956255038,15.6080098024209
212.5,1.52804464937702,9.90673418890759,10.5676250403648,11.4603464269705,12.1021086086354,13.5538837806725,15.041409503666,16.6539330366178,9.97216642861504,10.847857489255,11.6876878146349,12.0985505399338,13.1620445235075,14.9714510018668,16.4060765676081,10.157614180584,10.9430958145274,11.5244962949839,12.2858322012299,13.1751636316265,14.984165387295,16.5561783689719,13.3070462910405,13.9946643591043,15.0490935186125,15.7446055666432
213.125,1.5279720527455,9.99268391186738,10.6574673460502,11.5555363802136,12.2038723580494,13.6665664917422,15.1695161690769,16.8056038892845,10.0582186184443,10.9382480692767,11.7834647615619,12.2002676786136,13.2739376035691,15.0993978058592,16.5583924294977,10.2442033637568,11.0337188847823,11.6198482464469,12.3879481397841,13.2870450775031,15.1120424153447,16.7063317291289,13.4191208373359,14.1136219685693,15.1770882666743,15.8826830832229
