"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
270,307.5,125,0.295185467311278,2.44337980374467
270,307.5,125.625,0.296742397531661,2.534882958666
270,307.5,126.25,0.298288312242956,2.62616503303974
270,307.5,126.875,0.299824050606767,2.71723345897435
270,307.5,127.5,0.301350435589966,2.80809559783808
270,307.5,128.125,0.302868274438889,2.89875874325875
270,307.5,128.75,0.304378359147699,2.98923012406865
270,307.5,129.375,0.305881466921486,3.07951690719755
270,307.5,130,0.307378360634423,3.16962620051683
270,307.5,130.625,0.308869789283604,3.25956505563787
270,307.5,131.25,0.310356488438777,3.34934047066745
270,307.5,131.875,0.311839180688478,3.43895939292294
270,307.5,132.5,0.313318576082852,3.52842872161033
270,307.5,133.125,0.314795372573549,3.61775531046734
270,307.5,133.75,0.316270256451049,3.70694597037463
270,307.5,134.375,0.317743902779578,3.79600747193749
270,307.5,135,0.319216975830128,3.88494654804051
270,307.5,135.625,0.320690129511672,3.97376989637782
270,307.5,136.25,0.322164007800925,4.06248418196121
270,307.5,136.875,0.323639245170927,4.15109603960849
270,307.5,137.5,0.325116467018629,4.23961207641463
270,307.5,138.125,0.326596290091774,4.32803887420764
270,307.5,138.75,0.328079322915333,4.41638299199179
270,307.5,139.375,0.329566166217589,4.50465096838018
270,307.5,140,0.331057413356296,4.59284932401904
270,307.5,140.625,0.332553650744956,4.68098456400574
270,307.5,141.25,0.334055458279487,4.76906318030297
270,307.5,141.875,0.335563409765605,4.85709165415094
270,307.5,142.5,0.337078073346917,4.94507645847992
270,307.5,143.125,0.338600011934169,5.03302406032529
270,307.5,143.75,0.340129783635736,5.12094092324701
270,307.5,144.375,0.341667942189607,5.20883350975589
270,307.5,145,0.343215037397113,5.29670828374858
270,307.5,145.625,0.344771615558608,5.38457171295355
270,307.5,146.25,0.346338219911334,5.47243027139007
270,307.5,146.875,0.34791539106978,5.56029044184246
