"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
290,300,317.5,-1.2805383740414,27.0884346210619
290,300,318.125,-1.28361768884624,25.8323340000546
290,300,318.75,-1.28626029807021,24.6487081380366
290,300,319.375,-1.28849049704487,23.5313550858965
290,300,320,-1.29032871771687,22.4747538669392
290,300,320.625,-1.29179195956795,21.4739749693713
290,300,321.25,-1.29289413740104,20.5246043866595
290,300,321.875,-1.29364635975058,19.6226789242573
290,300,322.5,-1.294057148477,18.7646309077271
290,300,323.125,-1.29413260759777,17.947240764183
290,300,323.75,-1.29387654740594,17.1675962214375
290,300,324.375,-1.29329056829136,16.4230570898557
290,300,325,-1.29237410730556,15.7112247709919
290,300,325.625,-1.29112444931493,15.0299157828394
290,300,326.25,-1.28953670350337,14.3771387105762
290,300,326.875,-1.28760374495838,13.7510740892823
290,300,327.5,-1.28531612005383,13.1500568054409
290,300,328.125,-1.28266191328126,12.5725606704459
290,300,328.75,-1.27962657202982,12.0171848745129
290,300,329.375,-1.27619268452087,11.482642075472
290,300,330,-1.27233970460447,10.9677479156684
290,300,330.625,-1.26804361535072,10.4714117930156
290,300,331.25,-1.26327652122788,9.99262874034038
290,300,331.875,-1.25800615604244,9.53047229150106
290,300,332.5,-1.25219529058074,9.08408823422649
290,300,333.125,-1.2458010198588,8.65268916897228
290,300,333.75,-1.23877390482513,8.23554981104902
290,300,334.375,-1.23105693697307,7.8320029905612
290,300,335,-1.22258428622415,7.44143632205723
290,300,335.625,-1.21327978215299,7.0632895340862
290,300,336.25,-1.20305506551918,6.69705246909582
290,300,336.875,-1.19180733038175,6.34226378755112
290,300,337.5,-1.17941655586058,5.99851043842141
290,300,338.125,-1.16574209979803,5.66542799340512
290,300,338.75,-1.15061849303375,5.34270198725244
290,300,339.375,-1.13385023181333,5.03007046505052
290,300,340,-1.11520531687475,4.7273280142582
290,300,340.625,-1.09440723290727,4.43433166089714
290,300,341.25,-1.07112500786876,4.15100914320205
290,300,341.875,-1.04496095428073,3.87737025034862
290,300,342.5,-1.01543570984583,3.61352213478008
290,300,343.125,-0.981970336476335,3.35968977183207
290,300,343.75,-0.943865651106311,3.11624302377495
290,300,344.375,-0.900279924858498,2.88373198416413
290,300,345,-0.850208095304296,2.66293222496605
290,300,345.625,-0.792469509286053,2.45490078315656
290,300,346.25,-0.725718105136033,2.2610412815216
290,300,346.875,-0.648499891676639,2.08317083854455
290,300,347.5,-0.559396674380882,1.92357002602964
290,300,348.125,-0.457304606160775,1.78497824763384
290,300,348.75,-0.341879305354206,1.67047375061673
290,300,349.375,-0.214098598373355,1.5831674066844
290,300,350,-0.076731913271192,1.5256796806672
290,300,350.625,0.0656454190327083,1.49949276419696
290,300,351.25,0.207361235844564,1.50442738873976
290,300,351.875,0.342898597640241,1.53852758565159
290,300,352.5,0.468066726347382,1.59843798342634
290,300,353.125,0.580537250138588,1.68007383429528
290,300,353.75,0.679690491834146,1.77927502104668
290,300,354.375,0.766095616686313,1.89224809572935
290,300,355,0.840963407368685,2.01576975977508
290,300,355.625,0.905739863395227,2.14721969950909
290,300,356.25,0.961863190794298,2.28452352638148
290,300,356.875,1.01064432535515,2.42606311994479
290,300,357.5,1.05322339737032,2.57058533468859
290,300,358.125,1.09056651833728,2.71712212233037
290,300,358.75,1.12348095406792,2.86492552165823
290,300,359.375,1.1526367132594,3.01341670519001
290,300,360,1.17858865774743,3.16214681364272
290,300,360.625,1.20179658707834,3.31076712184177
290,300,361.25,1.22264245541914,3.45900637509228
290,300,361.875,1.24144467988779,3.60665355330637
290,300,362.5,1.25846983163391,3.75354471694713
290,300,363.125,1.27394210367347,3.8995529183366
290,300,363.75,1.2880509476849,4.0445804191741
290,300,364.375,1.30095722842742,4.18855264975287
290,300,365,1.31279818910738,4.33141349017431
290,300,365.625,1.32369146719578,4.47312156075389
290,300,366.25,1.33373835299704,4.61364728754893
290,300,366.875,1.34302644394367,4.75297056700955
290,300,367.5,1.35163181573936,4.89107889671718
290,300,368.125,1.35962080608712,5.02796587108149
290,300,368.75,1.36705148669182,5.16362996466486
290,300,369.375,1.37397488347244,5.29807354364157
290,300,370,1.3804359925635,5.43130205934487
290,300,370.625,1.38647462999541,5.56332338805241
290,300,371.25,1.39212614533324,5.69414728894168
290,300,371.875,1.39742202356364,5.82378495812021
290,300,372.5,1.40239039479091,5.95224866124735
290,300,373.125,1.40705646755758,6.07955143084381
290,300,373.75,1.41144289862785,6.20570681717781
290,300,374.375,1.41557010969664,6.33072868380439
290,300,375,1.41945655958437,6.45463104055539
