"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
270,282.5,157.5,1.51775309770871,7.06697735889771
270,282.5,158.125,1.51814758118565,7.15592801072457
270,282.5,158.75,1.51853061141891,7.24500910277776
270,282.5,159.375,1.51890256743593,7.33422779884808
270,282.5,160,1.51926380854532,7.4235913323629
270,282.5,160.625,1.51961467550058,7.51310700975433
270,282.5,161.25,1.51995549157922,7.60278221390941
270,282.5,161.875,1.52028656358408,7.69262440770506
270,282.5,162.5,1.52060818277343,7.78264113763138
270,282.5,163.125,1.52092062572525,7.87284003750623
270,282.5,163.75,1.52122415514119,7.96322883228504
270,282.5,164.375,1.52151902059468,8.05381534196944
270,282.5,165,1.52180545922765,8.14460748561898
270,282.5,165.625,1.52208369639967,8.23561328546993
270,282.5,166.25,1.52235394629322,8.32684087116581
270,282.5,166.875,1.52261641247823,8.41829848410441
270,282.5,167.5,1.52287128843887,8.50999448190608
270,282.5,168.125,1.52311875806548,8.60193734300867
270,282.5,168.75,1.52335899611389,8.69413567139445
270,282.5,169.375,1.52359216863466,8.78659820145479
270,282.5,170,1.52381843337416,8.8793338029987
270,282.5,170.625,1.52403794014948,8.97235148641127
270,282.5,171.25,1.52425083119896,9.06566040796887
270,282.5,171.875,1.52445724150997,9.15926987531786
270,282.5,172.5,1.5246572991253,9.25318935312415
270,282.5,173.125,1.52485112542971,9.34742846890106
270,282.5,173.75,1.52503883541782,9.44199701902356
270,282.5,174.375,1.52522053794443,9.5369049749372
270,282.5,175,1.52539633595852,9.63216248957042
270,282.5,175.625,1.52556632672166,9.72777990395941
270,282.5,176.25,1.52573060201205,9.82376775409515
270,282.5,176.875,1.52588924831466,9.92013677800273
270,282.5,177.5,1.52604234699861,10.0168979230635
270,282.5,178.125,1.52618997448217,10.1140623535908
270,282.5,178.75,1.52633220238628,10.2116414586722
270,282.5,179.375,1.52646909767698,10.3096468602881
270,282.5,180,1.52660072279755,10.4080904217224
270,282.5,180.625,1.52672713579054,10.5069842562763
270,282.5,181.25,1.52684839041047,10.6063407363011
270,282.5,181.875,1.52696453622739,10.7061725025636
270,282.5,182.5,1.52707561872184,10.8064924739612
270,282.5,183.125,1.52718167937147,10.9073138576023
270,282.5,183.75,1.52728275572967,11.0086501592687
270,282.5,184.375,1.5273788814965,11.1105151942804
270,282.5,185,1.52747008658217,11.2129230987801
270,282.5,185.625,1.52755639716336,11.3158883414588
270,282.5,186.25,1.5276378357325,11.4194257357429
270,282.5,186.875,1.52771442114023,11.523550452467
270,282.5,187.5,1.52778616863122,11.6282780330546
270,282.5,188.125,1.52785308987352,11.7336244032325
270,282.5,188.75,1.52791519298138,11.8396058873058
270,282.5,189.375,1.52797248253195,11.9462392230204
270,282.5,190,1.52802495957554,12.0535415770444
270,282.5,190.625,1.52807262163989,12.1615305610973
270,282.5,191.25,1.52811546272817,12.2702242487626
270,282.5,191.875,1.52815347331089,12.3796411930165
270,282.5,192.5,1.52818664031169,12.4898004445118
270,282.5,193.125,1.52821494708693,12.6007215706541
270,282.5,193.75,1.52823837339916,12.7124246755137
270,282.5,194.375,1.52825689538422,12.8249304206161
270,282.5,195,1.52827048551206,12.938260046658
270,282.5,195.625,1.52827911254111,13.0524353961979
270,282.5,196.25,1.52828274146607,13.1674789373745
270,282.5,196.875,1.52828133345895,13.2834137887081
270,282.5,197.5,1.52827484580331,13.4002637450437
270,282.5,198.125,1.52826323182135,13.5180533046996
270,282.5,198.75,1.52824644079377,13.6368076978874
270,282.5,199.375,1.52822441787214,13.7565529164749
270,282.5,200,1.52819710398344,13.8773157451666
270,282.5,200.625,1.52816443572658,13.9991237941839
270,282.5,201.25,1.52812634526053,14.1220055335283
270,282.5,201.875,1.5280827601838,14.2459903289211
270,282.5,202.5,1.52803360340473,14.3711084795147
270,282.5,203.125,1.52797879300236,14.4973912574811
270,282.5,203.75,1.52791824207736,14.6248709495871
270,282.5,204.375,1.52785185859248,14.7535809008745
270,282.5,205,1.52777954520219,14.8835555605722
270,282.5,205.625,1.52770119907064,15.0148305303737
270,282.5,206.25,1.52761671167775,15.1474426152269
270,282.5,206.875,1.52752596861229,15.2814298767867
270,282.5,207.5,1.52742884935171,15.4168316897002
270,282.5,208.125,1.52732522702763,15.5536888008979
270,282.5,208.75,1.52721496817625,15.6920433920826
270,282.5,209.375,1.52709793247293,15.8319391456197
270,282.5,210,1.52697397244974,15.9734213140466
270,282.5,210.625,1.52684293319514,16.1165367934366
270,282.5,211.25,1.52670465203462,16.2613342008694
270,282.5,211.875,1.52655895819097,16.407863956279
270,282.5,212.5,1.52640567242309,16.5561783689719
270,282.5,213.125,1.52624460664176,16.7063317291289
270,282.5,213.75,1.52607556350092,16.858380404629
270,282.5,214.375,1.52589833596276,17.0123829435625
270,282.5,215,1.52571270683493,17.1684001828241
270,282.5,215.625,1.52551844827788,17.3264953632141
270,282.5,216.25,1.52531532128017,17.4867342515068
270,282.5,216.875,1.52510307509965,17.6491852699819
270,282.5,217.5,1.52488144666793,17.8139196339591
270,282.5,218.125,1.5246501599555,17.9810114979166
270,282.5,218.75,1.52440892529465,18.1505381108268
270,282.5,219.375,1.52415743865698,18.3225799813931
270,282.5,220,1.52389538088211,18.4972210539327
270,282.5,220.625,1.52362241685397,18.6745488957134
270,282.5,221.25,1.52333819462038,18.8546548966238
270,282.5,221.875,1.52304234445177,19.0376344821339
270,282.5,222.5,1.52273447783404,19.2235873405882
270,282.5,223.125,1.52241418639036,19.4126176659701
270,282.5,223.75,1.5220810407262,19.6048344173768
270,282.5,224.375,1.52173458919121,19.8003515965616
270,282.5,225,1.52137435655117,19.9992885450273
270,282.5,225.625,1.5209998425623,20.2017702622932
270,282.5,226.25,1.52061052043989,20.4079277471149
270,282.5,226.875,1.52020583521191,20.6178983636097
270,282.5,227.5,1.51978520194772,20.8318262344295
270,282.5,228.125,1.51934800385091,21.0498626633381
270,282.5,228.75,1.518893590204,21.2721665897861
270,282.5,229.375,1.5184212741518,21.4989050783405
270,282.5,230,1.51793033030845,21.7302538461208
270,282.5,230.625,1.51741999217205,21.9663978317237
270,282.5,231.25,1.5168894493285,22.207531809484
270,282.5,231.875,1.51633784442474,22.4538610533361
270,282.5,232.5,1.515764269889,22.7056020549988
270,282.5,233.125,1.51516776437335,22.9629833017306
270,282.5,233.75,1.51454730889103,23.226246119484
270,282.5,234.375,1.51390182261784,23.4956455879497
270,282.5,235,1.51323015832332,23.7714515347246
270,282.5,235.625,1.51253109739351,24.0539496166791
270,282.5,236.25,1.51180334440232,24.3434424975519
270,282.5,236.875,1.51104552118344,24.6402511318828
270,282.5,237.5,1.51025616034886,24.9447161666192
270,282.5,238.125,1.50943369819321,25.2571994731332
270,282.5,238.75,1.50857646691547,25.5780858239778
270,282.5,239.375,1.50768268608077,25.907784730533
270,282.5,240,1.50675045323485,26.2467324597772
270,282.5,240.625,1.50577773357214,26.5953942508107
270,282.5,241.25,1.50476234854512,26.9542667545059
270,282.5,241.875,1.50370196328686,27.3238807228242
270,282.5,242.5,1.50259407270114,27.7048039779932
270,282.5,243.125,1.50143598605339,28.0976446959643
270,282.5,243.75,1.50022480987203,28.5030550434694
270,282.5,244.375,1.4989574289412,28.921735213692
270,282.5,245,1.4976304851334,29.3544379122012
270,282.5,245.625,1.49624035379192,29.8019733525448
270,282.5,246.25,1.4947831173279,30.2652148299718
270,282.5,246.875,1.49325453564338,30.7451049524033
270,282.5,247.5,1.49165001292923,31.2426626203137
270,282.5,248.125,1.48996456031198,31.7589908619834
270,282.5,248.75,1.48819275373524,32.2952856481135
270,282.5,249.375,1.48632868635572,32.8528458306079
270,282.5,250,1.48436591460751,33.4330843751219
270,282.5,250.625,1.48229739693655,34.0375410866068
270,282.5,251.25,1.48011542402424,34.6678970626091
270,282.5,251.875,1.47781153909814,35.325991151821
270,282.5,252.5,1.47537644665865,36.0138387469772
270,282.5,253.125,1.47279990762344,36.7336533037136
270,282.5,253.75,1.47007061848957,37.4878710530267
270,282.5,254.375,1.46717607162036,38.2791794677864
270,282.5,255,1.46410239315368,39.1105501575
270,282.5,255.625,1.46083415427177,39.9852770054805
270,282.5,256.25,1.45735415062766,40.9070205355015
270,282.5,256.875,1.45364314353885,41.8798597095723
270,282.5,257.5,1.4496795550647,42.9083526258165
270,282.5,258.125,1.44543910719008,43.9976079199991
270,282.5,258.75,1.44089439292123,45.1533690947591
270,282.5,259.375,1.43601436399984,46.3821145314277
270,282.5,260,1.43076371593692,47.6911766122384
270,282.5,260.625,1.42510214586399,49.0888842373134
270,282.5,261.25,1.41898345188662,50.5847341153524
270,282.5,261.875,1.41235443364717,52.1895976103413
270,282.5,262.5,1.40515354188195,53.9159717309849
270,282.5,263.125,1.3973092088104,55.7782851736533
270,282.5,263.75,1.38873776969591,57.7932733239627
270,282.5,264.375,1.37934085671244,59.9804399723334
270,282.5,265,1.36900210626678,62.3626284221243
270,282.5,265.625,1.3575829657703,64.9667308932785
270,282.5,266.25,1.3449173092269,67.824572827925
270,282.5,266.875,1.3308044638785,70.9740178660304
270,282.5,267.5,1.31500009967164,74.4603493172221
270,282.5,268.125,1.29720422145983,78.3379930537639
270,282.5,268.75,1.27704520623171,82.672650107497
270,282.5,269.375,1.25405841355649,87.543893655444
270,282.5,270,1.22765733483059,93.0482293794214
270,282.5,270.625,1.19709452183826,99.3024653670211
270,282.5,271.25,1.16140871066322,106.446869384186
270,282.5,271.875,1.11935393482659,114.646757139732
270,282.5,272.5,1.06930695981671,124.089341050148
270,282.5,273.125,1.00915370451049,134.968882015899
270,282.5,273.75,0.936170034719292,147.445768903252
270,282.5,274.375,0.846952159297627,161.552413185156
270,282.5,275,0.737543312949468,177.003733413013
270,282.5,275.625,0.604068140474827,192.877264965349
270,282.5,276.25,0.444336416548514,207.238060969088
270,282.5,276.875,0.260556593401827,217.102123262459
270,282.5,277.5,0.0617636056753733,219.413695385841
270,282.5,278.125,-0.137241247346965,212.948012512482
270,282.5,278.75,-0.321551658482623,199.329848668981
270,282.5,279.375,-0.481912002257912,181.849478743227
270,282.5,280,-0.615929385774868,163.528044501847
270,282.5,280.625,-0.725701395738146,146.21509653272
270,282.5,281.25,-0.81507890930029,130.70897932516
270,282.5,281.875,-0.888025950927809,117.178938551499
270,282.5,282.5,-0.947962488568309,105.50045445754
270,282.5,283.125,-0.997627676199697,95.4449222798154
270,282.5,283.75,-1.03914630457446,86.7691233428801
270,282.5,284.375,-1.07414805693576,79.2511532256876
270,282.5,285,-1.10388299684423,72.701243336595
270,282.5,285.625,-1.12931817810865,66.9619605743999
270,282.5,286.25,-1.15121593095311,61.9044500809686
270,282.5,286.875,-1.17019802043741,57.4234551794184
270,282.5,287.5,-1.1867948920102,53.4320390582875
270,282.5,288.125,-1.20146660477027,49.8565804334737
270,282.5,288.75,-1.2145796868156,46.633444408229
270,282.5,289.375,-1.22636571849285,43.7088011470475
270,282.5,290,-1.23693182004361,41.0399764508104
270,282.5,290.625,-1.24633347327199,38.5945984610903
270,282.5,291.25,-1.25463664226136,36.3473169703599
270,282.5,291.875,-1.26193014776679,34.2768178785484
270,282.5,292.5,-1.26831168318069,32.364356761321
270,282.5,293.125,-1.27387398047067,30.5932756391236
270,282.5,293.75,-1.27869830010384,28.9488297848613
270,282.5,294.375,-1.28285312788484,27.4180395614792
270,282.5,295,-1.28639516869119,25.9895147516273
270,282.5,295.625,-1.28937098238361,24.653266158079
270,282.5,296.25,-1.29181857678248,23.4005234364946
270,282.5,296.875,-1.29376874695702,22.2235697109801
270,282.5,297.5,-1.29524613651226,21.1155965943701
270,282.5,298.125,-1.2962700552636,20.07057942878
270,282.5,298.75,-1.29685509782791,19.0831708933632
270,282.5,299.375,-1.2970116021807,18.1486106034832
270,282.5,300,-1.29674597835802,17.2626483386938
270,282.5,300.625,-1.29606092917071,16.4214787664322
270,282.5,301.25,-1.29495557795643,15.6216858210852
270,282.5,301.875,-1.29342551293655,14.8601951866955
270,282.5,302.5,-1.291462753323,14.1342335900325
270,282.5,303.125,-1.28905563857604,13.4412938321211
270,282.5,303.75,-1.28618863882951,12.7791046717961
270,282.5,304.375,-1.28284208120807,12.14560482867
270,282.5,305,-1.27899178331679,11.5389205000613
270,282.5,305.625,-1.27460858135266,10.9573458917111
270,282.5,306.25,-1.26965773581476,10.3993263497482
270,282.5,306.875,-1.26409819238372,9.86344375500514
270,282.5,307.5,-1.25788166884131,9.34840390354315
270,282.5,308.125,-1.25095153045082,8.85302565183118
270,282.5,308.75,-1.24324140542831,8.37623165386676
270,282.5,309.375,-1.23467347822625,7.9170405629324
270,282.5,310,-1.22515638030592,7.47456061498301
270,282.5,310.625,-1.2145825745531,7.04798455642145
270,282.5,311.25,-1.2028250987547,6.63658592925351
270,282.5,311.875,-1.18973349338578,6.23971678511428
270,282.5,312.5,-1.17512868663851,5.85680697137391
270,282.5,313.125,-1.15879654205666,5.4873652241475
270,282.5,313.75,-1.14047968832527,5.13098242362861
270,282.5,314.375,-1.11986714514947,4.78733752907528
270,282.5,315,-1.0965811368111,4.4562069303309
270,282.5,315.625,-1.07016036076784,4.13747825044291
270,282.5,316.25,-1.04003889460018,3.83117003228219
270,282.5,316.875,-1.00551998213559,3.53745925743379
270,282.5,317.5,-0.965744364529001,3.25671926462703
270,282.5,318.125,-0.919654089980908,2.98957125486603
270,282.5,318.75,-0.865955793567783,2.73695286065898
270,282.5,319.375,-0.803094030783052,2.50020636277198
270,282.5,320,-0.729258163204946,2.28118512140608
270,282.5,320.625,-0.64246863782338,2.0823658130723
270,282.5,321.25,-0.540819250875552,1.90693006005739
270,282.5,321.875,-0.422972489752246,1.75873694124868
270,282.5,322.5,-0.28895572041771,1.64205762183972
270,282.5,323.125,-0.141090055629731,1.56093841835254
270,282.5,323.75,0.0154938030165925,1.51820238537793
270,282.5,324.375,0.173462429690442,1.5144247637105
270,282.5,325,0.325105959194717,1.54746582492994
270,282.5,325.625,0.464397818362918,1.61290875609558
270,282.5,326.25,0.588066001792959,1.70513475358415
270,282.5,326.875,0.695394354047799,1.81842449005911
270,282.5,327.5,0.787355091006543,1.94767376168596
270,282.5,328.125,0.865730788425711,2.08867867110851
270,282.5,328.75,0.932514537951064,2.23813768665694
270,282.5,329.375,0.989591511756033,2.39352571798629
270,282.5,330,1.03860932204663,2.55293690046757
270,282.5,330.625,1.08095046617345,2.71494027768944
270,282.5,331.25,1.11775102512061,2.87846228158209
270,282.5,331.875,1.14993561607763,3.04269631878187
270,282.5,332.5,1.17825445900305,3.20703510610086
270,282.5,333.125,1.20331681751135,3.37102064169378
270,282.5,333.75,1.22561909934337,3.5343073395482
270,282.5,334.375,1.24556764523799,3.6966348165674
270,282.5,335,1.26349687802523,3.85780771022494
270,282.5,335.625,1.27968363290307,4.01768061477418
270,282.5,336.25,1.29435843856713,4.17614675627173
270,282.5,336.875,1.30771440163601,4.33312941364542
270,282.5,337.5,1.31991422124847,4.48857537034217
270,282.5,338.125,1.33109574864861,4.64244987872328
270,282.5,338.75,1.34137641403941,4.79473276019698
270,282.5,339.375,1.35085676950945,4.94541536471968
270,282.5,340,1.35962333970768,5.09449818557937
270,282.5,340.625,1.36775092801122,5.2419889776056
270,282.5,341.25,1.375304492328,5.38790126495214
270,282.5,341.875,1.38234067901485,5.53225315244256
270,282.5,342.5,1.38890908378078,5.67506637502277
270,282.5,343.125,1.39505329342551,5.81636553514325
270,282.5,343.75,1.40081175072253,5.95617748933398
270,282.5,344.375,1.40621847585393,6.09453085385632
270,282.5,345,1.41130367090944,6.23145560585733
270,282.5,345.625,1.41609422859797,6.36698276144406
270,282.5,346.25,1.42061416212981,6.50114411593335
270,282.5,346.875,1.42488496994173,6.63397203451291
270,282.5,347.5,1.42892594635258,6.76549928391068
270,282.5,348.125,1.43275444719798,6.8957588976248
270,282.5,348.75,1.4363861178786,7.02478406903363
270,282.5,349.375,1.43983508996315,7.15260806853497
270,282.5,350,1.44311415140951,7.27926418302556
270,282.5,350.625,1.44623489447872,7.40478567868653
270,282.5,351.25,1.44920784435045,7.52920579082954
270,282.5,351.875,1.45204257015225,7.65255774576834
270,282.5,352.5,1.45474777864926,7.77487481536435
270,282.5,353.125,1.45733138990777,7.89619039005071
270,282.5,353.75,1.459800595414,8.01653803201095
270,282.5,354.375,1.46216190357575,8.13595145665632
270,282.5,355,1.46442118268043,8.25446442189845
270,282.5,355.625,1.46658371007399,8.37211058076255
270,282.5,356.25,1.46865422573677,8.48892339626143
270,282.5,356.875,1.47063697914799,8.60493615794618
270,282.5,357.5,1.47253576188831,8.72018204326445
270,282.5,358.125,1.47435392865989,8.83469415127185
270,282.5,358.75,1.47609441303265,8.94850549123885
270,282.5,359.375,1.47775974067392,9.06164894553044
270,282.5,360,1.47935203944037,9.17415721950134
270,282.5,360.625,1.48087304537306,9.28606277322157
270,282.5,361.25,1.48232410461679,9.39739772229522
270,282.5,361.875,1.4837061719589,9.50819369608203
270,282.5,362.5,1.48501980682128,9.61848164412404
270,282.5,363.125,1.48626516746546,9.72829158234914
270,282.5,363.75,1.48744200413472,9.83765226974382
270,282.5,364.375,1.48854965193911,9.94659080457146
270,282.5,365,1.48958702448844,10.0551321275844
270,282.5,365.625,1.49055260957412,10.1632984184683
270,282.5,366.25,1.49144446857855,10.2711083712818
270,282.5,366.875,1.49226024174226,10.3785763352391
270,282.5,367.5,1.4929971619342,10.48571130928
270,282.5,368.125,1.49365208013458,10.5925157830333
270,282.5,368.75,1.49422150642076,10.6989844237417
270,282.5,369.375,1.49470167079196,10.8051026192784
270,282.5,370,1.49508860859612,10.9108449024218
270,282.5,370.625,1.49537827551099,11.01617330182
270,282.5,371.25,1.49556669682268,11.1210356910134
270,282.5,371.875,1.49565015493606,11.225364238314
270,282.5,372.5,1.49562541741619,11.3290740960001
270,282.5,373.125,1.49549000517136,11.4320625043995
270,282.5,373.75,1.49524249647001,11.5342085201833
270,282.5,374.375,1.49488285728858,11.6353736014864
270,282.5,375,1.49441278218482,11.7354032860685
270,300,125,1.44842727623187,2.34385543370681
270,300,125.625,1.45241329968202,2.43336522364294
270,300,126.25,1.45610575244504,2.52271276817104
270,300,126.875,1.45953571212325,2.61190123217354
270,300,127.5,1.46273002123677,2.70093425647196
270,300,128.125,1.46571198300893,2.78981587098891
270,300,128.75,1.46850192466259,2.87855042507457
270,300,129.375,1.47111765668767,2.96714253128152
270,300,130,1.47357484977663,3.05559701976104
270,300,130.625,1.47588734611316,3.14391890111119
270,300,131.25,1.47806741795109,3.23211333599719
270,300,131.875,1.48012598359197,3.32018561023424
270,300,132.5,1.48207278871693,3.40814111430377
270,300,133.125,1.4839165593777,3.49598532648884
270,300,133.75,1.48566513167525,3.58372379898053
270,300,134.375,1.48732556216192,3.67136214643587
270,300,135,1.48890422222439,3.75890603656916
270,300,135.625,1.49040687909182,3.84636118243754
270,300,136.25,1.49183876562642,3.93373333614499
270,300,136.875,1.49320464066556,4.02102828373911
270,300,137.5,1.49450884137324,4.10825184111506
270,300,138.125,1.49575532880718,4.19540985077369
270,300,138.75,1.49694772770461,4.28250817930708
270,300,139.375,1.49808936132366,4.36955271550599
270,300,140,1.49918328204214,4.45654936900126
270,300,140.625,1.50023229830363,4.54350406936558
270,300,141.25,1.50123899840928,4.63042276561379
270,300,141.875,1.50220577157724,4.71731142604967
270,300,142.5,1.5031348266287,4.80417603841539
270,300,143.125,1.50402820860651,4.89102261030661
270,300,143.75,1.50488781358796,4.9778571698216
270,300,144.375,1.50571540191657,5.06468576641818
270,300,145,1.50651261004583,5.15151447195544
270,300,145.625,1.50728096116184,5.23834938190151
270,300,146.25,1.50802187472893,5.32519661669085
270,300,146.875,1.50873667508347,5.41206232321749
270,300,147.5,1.50942659918448,5.49895267645243
270,300,148.125,1.51009280361602,5.58587388117539
270,300,148.75,1.51073637092396,5.67283217381279
270,300,149.375,1.51135831535984,5.75983382437483
270,300,150,1.51195958809527,5.84688513848613
270,300,150.625,1.51254108196288,5.93399245950513
270,300,151.25,1.51310363577304,6.02116217072848
270,300,151.875,1.51364803824998,6.10840069767737
270,300,152.5,1.51417503162557,6.19571451046355
270,300,153.125,1.51468531492504,6.28311012623325
270,300,153.75,1.51517954697482,6.370594111688
270,300,154.375,1.51565834915942,6.45817308568149
270,300,155,1.51612230795128,6.5458537218925
270,300,155.625,1.51657197723503,6.63364275157393
270,300,156.25,1.51700788044525,6.72154696637869
270,300,156.875,1.51743051253481,6.80957322126308
270,300,157.5,1.5178403417891,6.89772843746933
270,300,158.125,1.51823781149997,6.98601960558844
270,300,158.75,1.5186233415117,7.0744537887054
270,300,159.375,1.51899732965012,7.16303812562881
270,300,160,1.51936015304491,7.25177983420722
270,300,160.625,1.51971216935427,7.34068621473484
270,300,161.25,1.52005371789983,7.42976465344954
270,300,161.875,1.52038512071957,7.51902262612596
270,300,162.5,1.52070668354519,7.60846770176749
270,300,163.125,1.52101869671012,7.69810754640016
270,300,163.75,1.52132143599367,7.78794992697275
270,300,164.375,1.52161516340629,7.87800271536671
270,300,165,1.52190012792067,7.9682738925205
270,300,165.625,1.52217656615255,8.0587715526726
270,300,166.25,1.5224447029953,8.14950390772819
270,300,166.875,1.52270475221162,8.24047929175438
270,300,167.5,1.52295691698546,8.3317061656093
270,300,168.125,1.52320139043711,8.42319312171067
270,300,168.75,1.52343835610418,8.51494888894968
270,300,169.375,1.52366798839066,8.60698233775625
270,300,170,1.52389045298652,8.69930248532229
270,300,170.625,1.52410590725977,8.79191850098955
270,300,171.25,1.52431450062275,8.8848397118093
270,300,171.875,1.52451637487457,8.97807560828121
270,300,172.5,1.52471166452113,9.07163585027937
270,300,173.125,1.52490049707411,9.16553027317352
270,300,173.75,1.52508299333047,9.25976889415421
270,300,174.375,1.52525926763342,9.35436191877097
270,300,175,1.52542942811624,9.4493197476928
270,300,175.625,1.52559357692969,9.54465298370118
270,300,176.25,1.52575181045431,9.64037243892587
270,300,176.875,1.52590421949812,9.73648914233462
270,300,177.5,1.52605088948085,9.83301434748821
270,300,178.125,1.52619190060516,9.92995954057306
270,300,178.75,1.52632732801578,10.0273364487241
270,300,179.375,1.52645724194698,10.1251570486511
270,300,180,1.52658170785907,10.2234335755833
270,300,180.625,1.52670078656443,10.3221785325454
270,300,181.25,1.52681453434356,10.4214046999835
270,300,181.875,1.52692300305149,10.5211251457534
270,300,182.5,1.52702624021513,10.6213532354925
270,300,183.125,1.52712428912179,10.7221026433908
270,300,183.75,1.52721718889917,10.8233873633809
270,300,184.375,1.52730497458729,10.925221720768
270,300,185,1.52738767720243,11.0276203843196
270,300,185.625,1.52746532379345,11.1305983788393
270,300,186.25,1.52753793749068,11.2341710982462
270,300,186.875,1.52760553754746,11.3383543191869
270,300,187.5,1.52766813937461,11.4431642152049
270,300,188.125,1.527725754568,11.5486173714967
270,300,188.75,1.52777839092909,11.6547308002829
270,300,189.375,1.52782605247888,11.7615219568256
270,300,190,1.52786873946497,11.8690087561257
270,300,190.625,1.52790644836209,11.9772095903343
270,300,191.25,1.52793917186594,12.0861433469152
270,300,191.875,1.52796689888033,12.1958294275977
270,300,192.5,1.52798961449777,12.3062877681605
270,300,193.125,1.52800729997321,12.4175388590911
270,300,193.75,1.5280199326912,12.5296037671672
270,300,194.375,1.52802748612601,12.6425041580081
270,300,195,1.52802992979491,12.7562623196499
270,300,195.625,1.52802722920434,12.8709011871992
270,300,196.25,1.52801934578883,12.9864443686241
270,300,196.875,1.52800623684253,13.1029161717451
270,300,197.5,1.52798785544308,13.2203416324927
270,300,198.125,1.52796415036776,13.338746544502
270,300,198.75,1.5279350660014,13.4581574901199
270,300,199.375,1.52790054223608,13.5786018729047
270,300,200,1.52786051436206,13.7001079517036
270,300,200.625,1.52781491294974,13.822704876399
270,300,201.25,1.52776366372225,13.94642272542
270,300,201.875,1.52770668741827,14.0712925451234
270,300,202.5,1.52764389964461,14.1973463911533
270,300,203.125,1.52757521071809,14.3246173718984
270,300,203.75,1.52750052549625,14.4531396941718
270,300,204.375,1.52741974319627,14.5829487112481
270,300,205,1.52733275720149,14.7140809734015
270,300,205.625,1.5272394548549,14.8465742810995
270,300,206.25,1.5271397172389,14.9804677410163
270,300,206.875,1.52703341894055,15.1158018250426
270,300,207.5,1.52692042780142,15.2526184324815
270,300,208.125,1.52680060465128,15.3909609556332
270,300,208.75,1.52667380302449,15.5308743489865
270,300,209.375,1.52653986885823,15.6724052022519
270,300,210,1.52639864017127,15.8156018174865
270,300,210.625,1.52624994672219,15.9605142905829
270,300,211.25,1.52609360964564,16.1071945974114
270,300,211.875,1.52592944106528,16.2556966849315
270,300,212.5,1.52575724368184,16.4060765676081
270,300,213.125,1.52557681033462,16.5583924294977
270,300,213.75,1.52538792353467,16.7127047323988
270,300,214.375,1.52519035496758,16.869076330489
270,300,215,1.52498386496399,17.0275725919095
270,300,215.625,1.52476820193527,17.1882615277916
270,300,216.25,1.52454310177209,17.3512139292637
270,300,216.875,1.52430828720307,17.5165035130194
