"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
280,285,125,0.287478651724792,1.69360111737794
280,285,125.625,0.288573533232909,1.78602042815661
280,285,126.25,0.28968064462691,1.8781659543954
280,285,126.875,0.290799784710327,1.97004534398634
280,285,127.5,0.291930766055355,2.06166614780894
280,285,128.125,0.293073414646025,2.15303582308952
280,285,128.75,0.294227569537659,2.24416173668782
280,285,129.375,0.295393082532027,2.33505116831375
280,285,130,0.296569817867754,2.42571131367751
280,285,130.625,0.297757651925456,2.51614928757561
280,285,131.25,0.298956472947115,2.60637212691591
280,285,131.875,0.300166180769363,2.69638679368409
280,285,132.5,0.301386686570148,2.78620017785444
280,285,133.125,0.302617912628443,2.87581910024728
280,285,133.75,0.303859792096658,2.96525031533569
280,285,134.375,0.305112268785311,3.05450051400378
280,285,135,0.306375296959704,3.1435763262591
280,285,135.625,0.307648841148295,3.23248432390114
280,285,136.25,0.308932875962362,3.32123102314858
280,285,136.875,0.310227385926822,3.40982288722703
280,285,137.5,0.311532365321841,3.49826632891986
280,285,138.125,0.312847818035022,3.58656771308372
280,285,138.75,0.314173757423956,3.67473335913129
280,285,139.375,0.315510206188853,3.76276954348291
280,285,140,0.316857196255157,3.85068250198918
280,285,140.625,0.318214768665852,3.93847843232655
280,285,141.25,0.319582973483347,4.02616349636769
280,285,141.875,0.320961869700766,4.11374382252856
280,285,142.5,0.322351525162498,4.20122550809404
280,285,143.125,0.323752016493862,4.28861462152392
280,285,143.75,0.325163429039784,4.3759172047411
280,285,144.375,0.326585856812345,4.46313927540375
280,285,145,0.328019402447207,4.55028682916312
280,285,145.625,0.329464177168635,4.63736584190901
280,285,146.25,0.330920300763293,4.72438227200427
280,285,146.875,0.33238790156254,4.81134206251039
280,285,147.5,0.33386711643333,4.89825114340569
280,285,148.125,0.335358090777596,4.98511543379799
280,285,148.75,0.336860978540126,5.07194084413326
280,285,149.375,0.338375942224929,5.15873327840224
280,285,150,0.339903152920086,5.24549863634646
280,285,150.625,0.341442790331082,5.33224281566562
280,285,151.25,0.342995042822674,5.41897171422786
280,285,151.875,0.344560107469338,5.50569123228478
280,285,152.5,0.346138190114286,5.59240727469291
280,285,153.125,0.347729505437202,5.67912575314338
280,285,153.75,0.349334277030713,5.76585258840151
280,285,154.375,0.350952737485715,5.85259371255828
280,285,155,0.352585128485602,5.93935507129519
280,285,155.625,0.354231700909612,6.02614262616469
280,285,156.25,0.35589271494532,6.11296235688774
280,285,156.875,0.357568440210477,6.19982026367059
280,285,157.5,0.359259155884328,6.28672236954251
280,285,158.125,0.36096515084858,6.37367472271657
280,285,158.75,0.362686723838224,6.46068339897545
280,285,159.375,0.364424183602419,6.54775450408411
280,285,160,0.366177849075573,6.63489417623159
280,285,160.625,0.367948049559005,6.72210858850404
280,285,161.25,0.369735124913275,6.80940395139094
280,285,161.875,0.371539425761574,6.89678651532694
280,285,162.5,0.373361313704384,6.98426257327147
280,285,163.125,0.375201161545745,7.07183846332842
280,285,163.75,0.377059353531474,7.15952057140843
280,285,164.375,0.378936285599599,7.24731533393594
280,285,165,0.380832365643475,7.33522924060389
280,285,165.625,0.382748013787902,7.42326883717837
280,285,166.25,0.384683662678661,7.51144072835597
280,285,166.875,0.386639757785951,7.59975158067673
280,285,167.5,0.388616757722081,7.68820812549532
280,285,168.125,0.390615134574058,7.77681716201345
280,285,168.75,0.392635374251393,7.8655855603767
280,285,169.375,0.394677976849856,7.95452026483861
280,285,170,0.396743457031591,8.04362829699558
280,285,170.625,0.398832344422268,8.13291675909573
280,285,171.25,0.400945184025944,8.22239283742526
280,285,171.875,0.403082536658187,8.31206380577592
280,285,172.5,0.405244979398264,8.40193702899742
280,285,173.125,0.407433106061128,8.49201996663845
280,285,173.75,0.409647527689892,8.58232017668053
280,285,174.375,0.411888873069756,8.67284531936888
280,285,175,0.414157789264127,8.76360316114444
280,285,175.625,0.416454942173963,8.8546015786819
280,285,176.25,0.418781017121128,8.94584856303813
280,285,176.875,0.421136719457042,9.03735222391616
280,285,177.5,0.42352277519741,9.12912079404967
280,285,178.125,0.425939931684354,9.22116263371333
280,285,178.75,0.428388958277029,9.31348623536459
280,285,179.375,0.430870647072095,9.4061002284227
280,285,180,0.433385813655141,9.49901338419083
280,285,180.625,0.435935297884749,9.59223462092788
280,285,181.25,0.43851996471041,9.68577300907626
280,285,181.875,0.441140705025963,9.77963777665272
280,285,182.5,0.443798436560191,9.87383831480919
280,285,183.125,0.446494104806211,9.96838418357141
280,285,183.75,0.449228683991582,10.0632851177629
280,285,184.375,0.452003178090981,10.1585510331226
280,285,185,0.454818621883442,10.254192032625
280,285,185.625,0.457676082056403,10.350218413011
280,285,186.25,0.460576658358685,10.4466406715401
280,285,186.875,0.463521484804898,10.5434695129724
280,285,187.5,0.466511730933707,10.640715856792
280,285,188.125,0.469548603122694,10.7383908446818
280,285,188.75,0.472633345962511,10.8365058482613
280,285,189.375,0.475767243693539,10.9350724770995
280,285,190,0.478951621707821,11.0341025870149
280,285,190.625,0.482187848120047,11.1336082886769
280,285,191.25,0.485477335410734,11.2336019565204
280,285,191.875,0.488821542145566,11.3340962379906
280,285,192.5,0.492221974774798,11.4351040631304
280,285,193.125,0.495680189516838,11.5366386545295
280,285,193.75,0.499197794330538,11.6387135376493
280,285,194.375,0.502776450980913,11.7413425515427
280,285,195,0.506417877203194,11.8445398599877
280,285,195.625,0.510123848970623,11.9483199630538
280,285,196.25,0.513896202871546,12.0526977091213
280,285,196.875,0.517736838601796,12.1576883073774
280,285,197.5,0.521647721578781,12.2633073408095
280,285,198.125,0.525630885683913,12.3695707797219
280,285,198.75,0.529688436140644,12.4764949958005
280,285,199.375,0.5338225525357,12.5840967767524
280,285,200,0.538035491991645,12.6923933415498
280,285,200.625,0.542329592499418,12.801402356307
280,285,201.25,0.546707276420016,12.9111419508235
280,285,201.875,0.551171054165184,13.0216307358251
280,285,202.5,0.555723528067499,13.1328878209413
280,285,203.125,0.560367396451051,13.2449328334529
280,285,203.75,0.565105457914569,13.3577859378532
280,285,204.375,0.56994061583965,13.4714678562615
280,285,205,0.574875883137724,13.5859998897367
280,285,205.625,0.579914387250158,13.7014039405356
280,285,206.25,0.585059375416938,13.8177025353666
280,285,206.875,0.590314220230548,13.9349188496937
280,285,207.5,0.595682425492652,14.0530767331436
280,285,208.125,0.601167632392583,14.1722007360795
280,285,208.75,0.606773626027845,14.2923161374017
280,285,209.375,0.612504342288397,14.4134489736447
280,285,210,0.618363875127984,14.5356260694413
280,285,210.625,0.624356484247523,14.6588750694303
280,285,211.25,0.630486603217287,14.7832244716881
280,285,211.875,0.636758848066702,14.9087036627716
280,285,212.5,0.643178026372695,15.0353429544635
280,285,213.125,0.649749146879793,15.1631736223178
280,285,213.75,0.656477429687697,15.2922279461093
280,285,214.375,0.663368317044875,15.4225392523003
280,285,215,0.670427484789519,15.55414195864
280,285,215.625,0.677660854482517,15.6870716210263
280,285,216.25,0.685074606280633,15.8213649827632
280,285,216.875,0.692675192601637,15.9570600263591
280,285,217.5,0.70046935263766,16.0941960280212
280,285,218.125,0.708464127777061,16.2328136150098
280,285,218.75,0.716666878000428,16.3729548260313
280,285,219.375,0.725085299321376,16.5146631748583
280,285,220,0.733727442348796,16.6579837173805
280,285,220.625,0.742601732053477,16.8029631223039
280,285,221.25,0.751716988829095,16.9496497457334
280,285,221.875,0.761082450945017,17.0980937098876
280,285,222.5,0.770707798496883,17.2483469862178
280,285,223.125,0.780603178969979,17.4004634832197
280,285,223.75,0.790779234540296,17.5544991392498
280,285,224.375,0.80124713124946,17.7105120206832
280,285,225,0.812018590201532,17.8685624257732
280,285,225.625,0.823105920943091,18.0287129946023
280,285,226.25,0.834522057202493,18.191028825547
280,285,226.875,0.846280595180562,18.3555775987073
280,285,227.5,0.858395834602293,18.5224297067928
280,285,228.125,0.870882822759172,18.6916583939948
280,285,228.75,0.883757401793051,18.8633399034171
280,285,229.375,0.897036259496451,19.0375536336855
280,285,230,0.910736983930857,19.2143823054092
280,285,230.625,0.924878122193609,19.3939121382214
280,285,231.25,0.93947924369668,19.5762330391897
280,285,231.875,0.954561008356693,19.7614388034563
280,285,232.5,0.970145240135788,19.9496273280393
280,285,233.125,0.986255006417348,20.1409008398109
280,285,233.75,1.00291470375059,20.3353661387576
280,285,234.375,1.0201501505535,20.5331348577265
280,285,235,1.03798868742533,20.7343237399707
280,285,235.625,1.05645928578946,20.9390549359274
280,285,236.25,1.07559266566474,21.1474563207961
280,285,236.875,1.09542142345039,21.3596618346281
280,285,237.5,1.11598017070719,21.5758118468053
280,285,238.125,1.13730568502695,21.796053546962
280,285,238.75,1.15943707420607,22.0205413646045
280,285,239.375,1.18241595507738,22.2494374199051
280,285,240,1.20628664851177,22.4829120083905
280,285,240.625,1.23109639227782,22.7211441225202
280,285,241.25,1.2568955736485,22.9643220134537
280,285,241.875,1.28373798387111,23.2126437966442
280,285,242.5,1.31168109687453,23.4663181052764
280,285,243.125,1.34078637488135,23.7255647959881
280,285,243.75,1.37111960392638,23.9906157117902
280,285,244.375,1.40275126266401,24.2617155076306
280,285,245,1.43575692828265,24.5391225446416
280,285,245.625,1.47021772384259,24.823109859784
280,285,246.25,1.50622081192555,25.1139662183495
280,285,246.875,1.54385994014093,25.4119972576369
280,285,247.5,1.58323604478989,25.7175267310725
